Timestamp,Fractional Year,CO2 (ppm),Standard Deviation (ppm)
2022-03-10T15:20:56Z,2022.188053526129,418.79,0.041
2022-03-10T15:20:56Z,2022.188053526129,418.71,0.041
2022-03-12T15:20:53Z,2022.1935328830543,419.13,0.041
2022-03-12T15:20:53Z,2022.1935328830543,419.31,0.041
2022-03-14T15:20:42Z,2022.1990119863012,418.4,0.041
2022-03-14T15:20:42Z,2022.1990119863012,418.4,0.041
2022-03-16T15:20:41Z,2022.2044914066464,420.33,0.041
2022-03-16T15:20:41Z,2022.2044914066464,420.46,0.041
2022-03-18T15:20:48Z,2022.2099710806697,417.98,0.041
2022-03-18T15:20:48Z,2022.2099710806697,418.03,0.041
2022-03-20T15:20:40Z,2022.215450279046,417.8,0.041
2022-03-20T15:20:40Z,2022.215450279046,417.75,0.041
2022-03-24T15:21:00Z,2022.226409817352,417.97,0.041
2022-03-24T15:21:00Z,2022.226409817352,417.91,0.041
2022-03-26T15:20:55Z,2022.2318891108573,420.49,0.041
2022-03-26T15:20:55Z,2022.2318891108573,419.95,0.041
2022-03-28T15:20:54Z,2022.2373685312025,420.38,0.041
2022-03-28T15:20:54Z,2022.2373685312025,420.46,0.041
2022-03-30T15:20:54Z,2022.2428479832568,420.93,0.041
2022-03-30T15:20:54Z,2022.2428479832568,420.21,0.041
2022-04-01T15:21:03Z,2022.2483277207,419.78,0.041
2022-04-01T15:21:03Z,2022.2483277207,419.87,0.041
2022-04-03T15:20:57Z,2022.253806982496,420.59,0.041
2022-04-03T15:20:57Z,2022.253806982496,420.52,0.041
2022-04-07T15:20:55Z,2022.2647658231865,420.96,0.041
2022-04-07T15:20:55Z,2022.2647658231865,421.2,0.041
2022-04-08T15:20:56Z,2022.2675055809236,421.02,0.041
2022-04-08T15:20:56Z,2022.2675055809236,421.31,0.041
2022-04-09T15:21:02Z,2022.270245497209,420.73,0.041
2022-04-09T15:21:02Z,2022.270245497209,420.91,0.041
2022-04-10T15:20:59Z,2022.272985128108,419.36,0.041
2022-04-10T15:20:59Z,2022.272985128108,419.34,0.041
2022-04-11T15:20:55Z,2022.275724727296,418.95,0.041
2022-04-11T15:20:55Z,2022.275724727296,419.05,0.041
2022-04-12T15:30:27Z,2022.2784825913243,419.43,0.041
2022-04-12T15:30:27Z,2022.2784825913243,419.31,0.041
2022-04-13T10:13:51Z,2022.280619958143,420.61,0.041
2022-04-13T13:14:10Z,2022.2809630263823,420.64,0.041
2022-04-13T16:14:11Z,2022.2813055238455,420.58,0.041
2022-04-13T19:14:00Z,2022.281647640792,420.44,0.041
2022-04-13T22:13:46Z,2022.281989662608,419.61,0.041
2022-04-14T01:13:37Z,2022.282331842973,419.48,0.041
2022-04-14T04:13:39Z,2022.2826743721464,419.64,0.041
2022-04-14T07:13:42Z,2022.2830169330289,420.61,0.041
2022-04-14T10:14:01Z,2022.2833600012684,420.51,0.041
2022-04-14T13:14:05Z,2022.2837025938609,420.44,0.041
2022-04-14T16:14:23Z,2022.284045630391,420.12,0.041
2022-04-14T19:14:01Z,2022.284387398529,420.22,0.041
2022-04-15T15:21:05Z,2022.2866839485032,421.04,0.041
2022-04-15T15:21:05Z,2022.2866839485032,421.1,0.041
2022-04-17T15:21:04Z,2022.2921633688484,421.22,0.041
2022-04-17T15:21:04Z,2022.2921633688484,420.93,0.041
2022-04-20T15:20:49Z,2022.300382071284,421.13,0.041
2022-04-20T15:20:49Z,2022.300382071284,421.48,0.041
2022-04-22T15:20:42Z,2022.3058613013695,419.16,0.041
2022-04-22T15:20:42Z,2022.3058613013695,419.62,0.041
2022-04-24T15:20:47Z,2022.3113409119735,420.86,0.041
2022-04-24T15:20:47Z,2022.3113409119735,420.76,0.041
2022-04-28T15:20:21Z,2022.3222989916287,419.18,0.041
2022-04-28T15:20:21Z,2022.3222989916287,419.21,0.041
2022-04-30T15:20:27Z,2022.3277786339424,419.24,0.041
2022-04-30T15:20:27Z,2022.3277786339424,419.24,0.041
2022-05-02T15:20:46Z,2022.333258688483,420.36,0.041
2022-05-02T15:20:46Z,2022.333258688483,420.34,0.041
2022-05-04T15:20:56Z,2022.338738457636,421.97,0.041
2022-05-04T15:20:56Z,2022.338738457636,422.13,0.041
2022-05-06T15:20:38Z,2022.3442173389144,419.27,0.041
2022-05-06T15:20:38Z,2022.3442173389144,419.3,0.041
2022-05-08T15:20:36Z,2022.3496967275491,419.72,0.041
2022-05-08T15:20:36Z,2022.3496967275491,419.77,0.041
2022-05-12T15:20:44Z,2022.360655885337,421.74,0.041
2022-05-12T15:20:44Z,2022.360655885337,421.75,0.041
2022-05-14T15:20:42Z,2022.3661352739723,421.88,0.041
2022-05-14T15:20:42Z,2022.3661352739723,421.87,0.041
2022-05-16T15:20:40Z,2022.371614662608,421.58,0.041
2022-05-16T15:20:40Z,2022.371614662608,421.62,0.041
2022-05-18T15:20:37Z,2022.3770940195327,419.75,0.041
2022-05-18T15:20:37Z,2022.3770940195327,419.75,0.041
2022-05-20T15:20:36Z,2022.3825734398783,420.0,0.041
2022-05-20T15:20:36Z,2022.3825734398783,420.1,0.041
2022-05-22T15:20:34Z,2022.3880528285133,420.76,0.041
2022-05-22T15:20:34Z,2022.3880528285133,420.66,0.041
2022-05-27T15:20:29Z,2022.4017513001013,421.99,0.041
2022-05-27T15:20:29Z,2022.4017513001013,421.98,0.041
2022-05-29T15:20:05Z,2022.4072299911213,421.73,0.041
2022-05-29T15:20:05Z,2022.4072299911213,421.71,0.041
2022-05-31T15:20:26Z,2022.4127101090817,421.84,0.041
2022-05-31T15:20:26Z,2022.4127101090817,421.84,0.041
2022-06-02T15:20:27Z,2022.4181895928464,421.33,0.041
2022-06-02T15:20:27Z,2022.4181895928464,421.34,0.041
2022-06-04T15:20:21Z,2022.4236688546423,420.31,0.041
2022-06-04T15:20:21Z,2022.4236688546423,420.31,0.041
2022-06-06T15:20:26Z,2022.429148465246,421.48,0.041
2022-06-06T15:20:26Z,2022.429148465246,421.41,0.041
2022-06-08T15:20:34Z,2022.4346281709795,421.31,0.041
2022-06-08T15:20:34Z,2022.4346281709795,421.33,0.041
2022-06-10T15:20:32Z,2022.4401075596145,421.3,0.041
2022-06-10T15:20:32Z,2022.4401075596145,421.29,0.041
2022-06-12T15:20:47Z,2022.445587487316,420.81,0.041
2022-06-12T15:20:47Z,2022.445587487316,420.83,0.041
2022-06-14T15:20:54Z,2022.4510671613396,421.73,0.041
2022-06-14T15:20:54Z,2022.4510671613396,421.74,0.041
2022-06-16T15:20:42Z,2022.4565462328767,420.54,0.041
2022-06-16T15:20:42Z,2022.4565462328767,420.56,0.041
2022-06-18T15:20:30Z,2022.462025304414,421.01,0.041
2022-06-18T15:20:30Z,2022.462025304414,420.97,0.041
2022-06-22T15:20:29Z,2022.4729841768135,420.66,0.041
2022-06-22T15:20:29Z,2022.4729841768135,420.7,0.041
2022-06-24T15:20:31Z,2022.478463692288,420.72,0.041
2022-06-24T15:20:31Z,2022.478463692288,420.7,0.041
2022-06-26T15:20:35Z,2022.4839432711824,419.88,0.041
2022-06-26T15:20:35Z,2022.4839432711824,419.87,0.041
2022-06-28T15:20:25Z,2022.489422406139,420.41,0.041
2022-06-28T15:20:25Z,2022.489422406139,420.45,0.041
2022-06-30T15:20:25Z,2022.4949018581935,420.41,0.041
2022-06-30T15:20:25Z,2022.4949018581935,420.41,0.041
